,Family,LigandType,Value,Category
2543,Class A orphans,orphan,11.0,Identify
2544,Class A orphans,orphan,25.0,Similarity
2545,Class A orphans,orphan,11.0,Identify
2546,Class A orphans,orphan,25.0,Similarity
2547,Class A orphans,orphan,11.0,Identify
2548,Class A orphans,orphan,25.0,Similarity
2549,Class A orphans,orphan,11.0,Identify
2550,Class A orphans,orphan,25.0,Similarity
2551,Class A orphans,orphan,9.0,Identify
2552,Class A orphans,orphan,24.0,Similarity
2553,Class A orphans,orphan,11.0,Identify
2554,Class A orphans,orphan,24.0,Similarity
2555,Class A orphans,orphan,10.0,Identify
2556,Class A orphans,orphan,24.0,Similarity
2557,Class A orphans,orphan,10.0,Identify
2558,Class A orphans,orphan,24.0,Similarity
2559,Class A orphans,orphan,8.0,Identify
2560,Class A orphans,orphan,23.0,Similarity
2561,Class A orphans,orphan,11.0,Identify
2562,Class A orphans,orphan,23.0,Similarity
2563,Class A orphans,orphan,11.0,Identify
2564,Class A orphans,orphan,22.0,Similarity
2565,Class A orphans,orphan,8.0,Identify
2566,Class A orphans,orphan,21.0,Similarity
2567,Class A orphans,orphan,10.0,Identify
2568,Class A orphans,orphan,21.0,Similarity
2569,Class A orphans,orphan,9.0,Identify
2570,Class A orphans,orphan,21.0,Similarity
2571,Class A orphans,orphan,8.0,Identify
2572,Class A orphans,orphan,20.0,Similarity
2573,Class A orphans,orphan,9.0,Identify
2574,Class A orphans,orphan,52.0,Similarity
2575,Class A orphans,orphan,29.0,Identify
2576,Class A orphans,orphan,50.0,Similarity
2577,Class A orphans,orphan,29.0,Identify
2578,Class A orphans,orphan,50.0,Similarity
2579,Class A orphans,orphan,24.0,Identify
2580,Class A orphans,orphan,49.0,Similarity
2581,Class A orphans,orphan,25.0,Identify
2582,Class A orphans,orphan,48.0,Similarity
2583,Class A orphans,orphan,21.0,Identify
2584,Class A orphans,orphan,47.0,Similarity
2585,Class A orphans,orphan,28.0,Identify
2586,Class A orphans,orphan,45.0,Similarity
2587,Class A orphans,orphan,27.0,Identify
2588,Class A orphans,orphan,45.0,Similarity
2589,Class A orphans,orphan,25.0,Identify
2590,Class A orphans,orphan,45.0,Similarity
2591,Class A orphans,orphan,23.0,Identify
2592,Class A orphans,orphan,45.0,Similarity
2593,Class A orphans,orphan,23.0,Identify
2594,Class A orphans,orphan,44.0,Similarity
2595,Class A orphans,orphan,26.0,Identify
2596,Class A orphans,orphan,44.0,Similarity
2597,Class A orphans,orphan,23.0,Identify
2598,Class A orphans,orphan,43.0,Similarity
2599,Class A orphans,orphan,25.0,Identify
2600,Class A orphans,orphan,43.0,Similarity
2601,Class A orphans,orphan,24.0,Identify
2602,Class A orphans,orphan,42.0,Similarity
2603,Class A orphans,orphan,24.0,Identify
2604,Class A orphans,orphan,42.0,Similarity
2605,Class A orphans,orphan,21.0,Identify
2606,Class A orphans,orphan,42.0,Similarity
2607,Class A orphans,orphan,16.0,Identify
2608,Class A orphans,orphan,41.0,Similarity
2609,Class A orphans,orphan,17.0,Identify
2610,Class A orphans,orphan,40.0,Similarity
2611,Class A orphans,orphan,23.0,Identify
2612,Class A orphans,orphan,40.0,Similarity
2613,Class A orphans,orphan,21.0,Identify
2614,Class A orphans,orphan,40.0,Similarity
2615,Class A orphans,orphan,17.0,Identify
2616,Class A orphans,orphan,39.0,Similarity
2617,Class A orphans,orphan,22.0,Identify
2618,Class A orphans,orphan,39.0,Similarity
2619,Class A orphans,orphan,20.0,Identify
2620,Class A orphans,orphan,38.0,Similarity
2621,Class A orphans,orphan,19.0,Identify
2622,Class A orphans,orphan,38.0,Similarity
2623,Class A orphans,orphan,18.0,Identify
2624,Class A orphans,orphan,38.0,Similarity
2625,Class A orphans,orphan,16.0,Identify
2626,Class A orphans,orphan,37.0,Similarity
2627,Class A orphans,orphan,19.0,Identify
2628,Class A orphans,orphan,37.0,Similarity
2629,Class A orphans,orphan,18.0,Identify
2630,Class A orphans,orphan,37.0,Similarity
2631,Class A orphans,orphan,18.0,Identify
2632,Class A orphans,orphan,37.0,Similarity
2633,Class A orphans,orphan,18.0,Identify
2634,Class A orphans,orphan,37.0,Similarity
2635,Class A orphans,orphan,18.0,Identify
2636,Class A orphans,orphan,37.0,Similarity
2637,Class A orphans,orphan,16.0,Identify
2638,Class A orphans,orphan,37.0,Similarity
2639,Class A orphans,orphan,16.0,Identify
2640,Class A orphans,orphan,37.0,Similarity
2641,Class A orphans,orphan,15.0,Identify
2642,Class A orphans,orphan,36.0,Similarity
2643,Class A orphans,orphan,19.0,Identify
2644,Class A orphans,orphan,36.0,Similarity
2645,Class A orphans,orphan,18.0,Identify
2646,Class A orphans,orphan,36.0,Similarity
2647,Class A orphans,orphan,18.0,Identify
2648,Class A orphans,orphan,36.0,Similarity
2649,Class A orphans,orphan,16.0,Identify
2650,Class A orphans,orphan,36.0,Similarity
2651,Class A orphans,orphan,15.0,Identify
2652,Class A orphans,orphan,36.0,Similarity
2653,Class A orphans,orphan,14.0,Identify
2654,Class A orphans,orphan,35.0,Similarity
2655,Class A orphans,orphan,19.0,Identify
2656,Class A orphans,orphan,35.0,Similarity
2657,Class A orphans,orphan,18.0,Identify
2658,Class A orphans,orphan,35.0,Similarity
2659,Class A orphans,orphan,16.0,Identify
2660,Class A orphans,orphan,35.0,Similarity
2661,Class A orphans,orphan,15.0,Identify
2662,Class A orphans,orphan,35.0,Similarity
2663,Class A orphans,orphan,15.0,Identify
2664,Class A orphans,orphan,34.0,Similarity
2665,Class A orphans,orphan,18.0,Identify
2666,Class A orphans,orphan,34.0,Similarity
2667,Class A orphans,orphan,17.0,Identify
2668,Class A orphans,orphan,33.0,Similarity
2669,Class A orphans,orphan,14.0,Identify
2670,Class A orphans,orphan,32.0,Similarity
2671,Class A orphans,orphan,16.0,Identify
2672,Class A orphans,orphan,32.0,Similarity
2673,Class A orphans,orphan,16.0,Identify
2674,Class A orphans,orphan,32.0,Similarity
2675,Class A orphans,orphan,15.0,Identify
2676,Class A orphans,orphan,32.0,Similarity
2677,Class A orphans,orphan,12.0,Identify
2678,Class A orphans,orphan,31.0,Similarity
2679,Class A orphans,orphan,13.0,Identify
2680,Class A orphans,orphan,30.0,Similarity
2681,Class A orphans,orphan,14.0,Identify
2682,Class A orphans,orphan,30.0,Similarity
2683,Class A orphans,orphan,14.0,Identify
2684,Class A orphans,orphan,29.0,Similarity
2685,Class A orphans,orphan,13.0,Identify
2686,Class A orphans,orphan,29.0,Similarity
2687,Class A orphans,orphan,13.0,Identify
2688,Class A orphans,orphan,29.0,Similarity
2689,Class A orphans,orphan,12.0,Identify
2690,Class A orphans,orphan,29.0,Similarity
2691,Class A orphans,orphan,11.0,Identify
2692,Class A orphans,orphan,28.0,Similarity
2693,Class A orphans,orphan,14.0,Identify
2694,Class A orphans,orphan,25.0,Similarity
2695,Class A orphans,orphan,9.0,Identify
2696,Class A orphans,orphan,24.0,Similarity
2697,Class A orphans,orphan,9.0,Identify
2698,Class A orphans,orphan,80.0,Similarity
2699,Class A orphans,orphan,66.0,Identify
2700,Class A orphans,orphan,79.0,Similarity
2701,Class A orphans,orphan,62.0,Identify
2702,Class A orphans,orphan,42.0,Similarity
2703,Class A orphans,orphan,23.0,Identify
2704,Class A orphans,orphan,42.0,Similarity
2705,Class A orphans,orphan,17.0,Identify
2706,Class A orphans,orphan,41.0,Similarity
2707,Class A orphans,orphan,20.0,Identify
2708,Class A orphans,orphan,40.0,Similarity
2709,Class A orphans,orphan,25.0,Identify
2710,Class A orphans,orphan,39.0,Similarity
2711,Class A orphans,orphan,24.0,Identify
2712,Class A orphans,orphan,39.0,Similarity
2713,Class A orphans,orphan,24.0,Identify
2714,Class A orphans,orphan,39.0,Similarity
2715,Class A orphans,orphan,21.0,Identify
2716,Class A orphans,orphan,39.0,Similarity
2717,Class A orphans,orphan,20.0,Identify
2718,Class A orphans,orphan,39.0,Similarity
2719,Class A orphans,orphan,17.0,Identify
2720,Class A orphans,orphan,38.0,Similarity
2721,Class A orphans,orphan,24.0,Identify
2722,Class A orphans,orphan,38.0,Similarity
2723,Class A orphans,orphan,20.0,Identify
2724,Class A orphans,orphan,38.0,Similarity
2725,Class A orphans,orphan,19.0,Identify
2726,Class A orphans,orphan,37.0,Similarity
2727,Class A orphans,orphan,24.0,Identify
2728,Class A orphans,orphan,37.0,Similarity
2729,Class A orphans,orphan,22.0,Identify
2730,Class A orphans,orphan,37.0,Similarity
2731,Class A orphans,orphan,21.0,Identify
2732,Class A orphans,orphan,37.0,Similarity
2733,Class A orphans,orphan,19.0,Identify
2734,Class A orphans,orphan,37.0,Similarity
2735,Class A orphans,orphan,18.0,Identify
2736,Class A orphans,orphan,36.0,Similarity
2737,Class A orphans,orphan,22.0,Identify
2738,Class A orphans,orphan,36.0,Similarity
2739,Class A orphans,orphan,19.0,Identify
2740,Class A orphans,orphan,35.0,Similarity
2741,Class A orphans,orphan,21.0,Identify
2742,Class A orphans,orphan,35.0,Similarity
2743,Class A orphans,orphan,19.0,Identify
2744,Class A orphans,orphan,35.0,Similarity
2745,Class A orphans,orphan,18.0,Identify
2746,Class A orphans,orphan,35.0,Similarity
2747,Class A orphans,orphan,17.0,Identify
2748,Class A orphans,orphan,35.0,Similarity
2749,Class A orphans,orphan,16.0,Identify
2750,Class A orphans,orphan,35.0,Similarity
2751,Class A orphans,orphan,14.0,Identify
2752,Class A orphans,orphan,34.0,Similarity
2753,Class A orphans,orphan,23.0,Identify
2754,Class A orphans,orphan,34.0,Similarity
2755,Class A orphans,orphan,22.0,Identify
2756,Class A orphans,orphan,34.0,Similarity
2757,Class A orphans,orphan,21.0,Identify
2758,Class A orphans,orphan,34.0,Similarity
2759,Class A orphans,orphan,21.0,Identify
2760,Class A orphans,orphan,34.0,Similarity
2761,Class A orphans,orphan,19.0,Identify
2762,Class A orphans,orphan,34.0,Similarity
2763,Class A orphans,orphan,19.0,Identify
2764,Class A orphans,orphan,33.0,Similarity
2765,Class A orphans,orphan,21.0,Identify
2766,Class A orphans,orphan,33.0,Similarity
2767,Class A orphans,orphan,19.0,Identify
2768,Class A orphans,orphan,33.0,Similarity
2769,Class A orphans,orphan,18.0,Identify
2770,Class A orphans,orphan,33.0,Similarity
2771,Class A orphans,orphan,17.0,Identify
2772,Class A orphans,orphan,33.0,Similarity
2773,Class A orphans,orphan,15.0,Identify
2774,Class A orphans,orphan,33.0,Similarity
2775,Class A orphans,orphan,15.0,Identify
2776,Class A orphans,orphan,33.0,Similarity
2777,Class A orphans,orphan,14.0,Identify
2778,Class A orphans,orphan,32.0,Similarity
2779,Class A orphans,orphan,17.0,Identify
2780,Class A orphans,orphan,32.0,Similarity
2781,Class A orphans,orphan,17.0,Identify
2782,Class A orphans,orphan,32.0,Similarity
2783,Class A orphans,orphan,16.0,Identify
2784,Class A orphans,orphan,32.0,Similarity
2785,Class A orphans,orphan,15.0,Identify
2786,Class A orphans,orphan,31.0,Similarity
2787,Class A orphans,orphan,15.0,Identify
2788,Class A orphans,orphan,31.0,Similarity
2789,Class A orphans,orphan,15.0,Identify
2790,Class A orphans,orphan,31.0,Similarity
2791,Class A orphans,orphan,15.0,Identify
2792,Class A orphans,orphan,30.0,Similarity
2793,Class A orphans,orphan,17.0,Identify
2794,Class A orphans,orphan,30.0,Similarity
2795,Class A orphans,orphan,16.0,Identify
2796,Class A orphans,orphan,30.0,Similarity
2797,Class A orphans,orphan,15.0,Identify
2798,Class A orphans,orphan,29.0,Similarity
2799,Class A orphans,orphan,16.0,Identify
2800,Class A orphans,orphan,29.0,Similarity
2801,Class A orphans,orphan,14.0,Identify
2802,Class A orphans,orphan,28.0,Similarity
2803,Class A orphans,orphan,18.0,Identify
2804,Class A orphans,orphan,28.0,Similarity
2805,Class A orphans,orphan,13.0,Identify
2806,Class A orphans,orphan,28.0,Similarity
2807,Class A orphans,orphan,12.0,Identify
2808,Class A orphans,orphan,28.0,Similarity
2809,Class A orphans,orphan,9.0,Identify
2810,Class A orphans,orphan,27.0,Similarity
2811,Class A orphans,orphan,18.0,Identify
2812,Class A orphans,orphan,27.0,Similarity
2813,Class A orphans,orphan,14.0,Identify
2814,Class A orphans,orphan,27.0,Similarity
2815,Class A orphans,orphan,13.0,Identify
2816,Class A orphans,orphan,27.0,Similarity
2817,Class A orphans,orphan,9.0,Identify
2818,Class A orphans,orphan,26.0,Similarity
2819,Class A orphans,orphan,14.0,Identify
2820,Class A orphans,orphan,45.0,Similarity
2821,Class A orphans,orphan,23.0,Identify
2822,Class A orphans,orphan,45.0,Similarity
2823,Class A orphans,orphan,20.0,Identify
2824,Class A orphans,orphan,43.0,Similarity
2825,Class A orphans,orphan,19.0,Identify
2826,Class A orphans,orphan,42.0,Similarity
2827,Class A orphans,orphan,19.0,Identify
2828,Class A orphans,orphan,40.0,Similarity
2829,Class A orphans,orphan,22.0,Identify
2830,Class A orphans,orphan,40.0,Similarity
2831,Class A orphans,orphan,21.0,Identify
2832,Class A orphans,orphan,40.0,Similarity
2833,Class A orphans,orphan,19.0,Identify
2834,Class A orphans,orphan,39.0,Similarity
2835,Class A orphans,orphan,22.0,Identify
2836,Class A orphans,orphan,39.0,Similarity
2837,Class A orphans,orphan,21.0,Identify
2838,Class A orphans,orphan,39.0,Similarity
2839,Class A orphans,orphan,19.0,Identify
2840,Class A orphans,orphan,39.0,Similarity
2841,Class A orphans,orphan,17.0,Identify
2842,Class A orphans,orphan,39.0,Similarity
2843,Class A orphans,orphan,16.0,Identify
2844,Class A orphans,orphan,38.0,Similarity
2845,Class A orphans,orphan,23.0,Identify
2846,Class A orphans,orphan,38.0,Similarity
2847,Class A orphans,orphan,22.0,Identify
2848,Class A orphans,orphan,38.0,Similarity
2849,Class A orphans,orphan,22.0,Identify
2850,Class A orphans,orphan,38.0,Similarity
2851,Class A orphans,orphan,20.0,Identify
2852,Class A orphans,orphan,38.0,Similarity
2853,Class A orphans,orphan,20.0,Identify
2854,Class A orphans,orphan,38.0,Similarity
2855,Class A orphans,orphan,19.0,Identify
2856,Class A orphans,orphan,38.0,Similarity
2857,Class A orphans,orphan,19.0,Identify
2858,Class A orphans,orphan,38.0,Similarity
2859,Class A orphans,orphan,18.0,Identify
2860,Class A orphans,orphan,38.0,Similarity
2861,Class A orphans,orphan,17.0,Identify
2862,Class A orphans,orphan,37.0,Similarity
2863,Class A orphans,orphan,23.0,Identify
2864,Class A orphans,orphan,37.0,Similarity
2865,Class A orphans,orphan,22.0,Identify
2866,Class A orphans,orphan,37.0,Similarity
2867,Class A orphans,orphan,19.0,Identify
2868,Class A orphans,orphan,37.0,Similarity
2869,Class A orphans,orphan,19.0,Identify
2870,Class A orphans,orphan,37.0,Similarity
2871,Class A orphans,orphan,19.0,Identify
2872,Class A orphans,orphan,37.0,Similarity
2873,Class A orphans,orphan,17.0,Identify
2874,Class A orphans,orphan,37.0,Similarity
2875,Class A orphans,orphan,16.0,Identify
2876,Class A orphans,orphan,36.0,Similarity
2877,Class A orphans,orphan,21.0,Identify
2878,Class A orphans,orphan,36.0,Similarity
2879,Class A orphans,orphan,16.0,Identify
2880,Class A orphans,orphan,36.0,Similarity
2881,Class A orphans,orphan,15.0,Identify
2882,Class A orphans,orphan,36.0,Similarity
2883,Class A orphans,orphan,15.0,Identify
2884,Class A orphans,orphan,35.0,Similarity
2885,Class A orphans,orphan,21.0,Identify
2886,Class A orphans,orphan,35.0,Similarity
2887,Class A orphans,orphan,20.0,Identify
2888,Class A orphans,orphan,35.0,Similarity
2889,Class A orphans,orphan,19.0,Identify
2890,Class A orphans,orphan,35.0,Similarity
2891,Class A orphans,orphan,19.0,Identify
2892,Class A orphans,orphan,35.0,Similarity
2893,Class A orphans,orphan,19.0,Identify
2894,Class A orphans,orphan,35.0,Similarity
2895,Class A orphans,orphan,18.0,Identify
2896,Class A orphans,orphan,35.0,Similarity
2897,Class A orphans,orphan,17.0,Identify
2898,Class A orphans,orphan,34.0,Similarity
2899,Class A orphans,orphan,13.0,Identify
2900,Class A orphans,orphan,33.0,Similarity
2901,Class A orphans,orphan,19.0,Identify
2902,Class A orphans,orphan,33.0,Similarity
2903,Class A orphans,orphan,17.0,Identify
2904,Class A orphans,orphan,33.0,Similarity
2905,Class A orphans,orphan,14.0,Identify
2906,Class A orphans,orphan,32.0,Similarity
2907,Class A orphans,orphan,17.0,Identify
2908,Class A orphans,orphan,32.0,Similarity
2909,Class A orphans,orphan,16.0,Identify
2910,Class A orphans,orphan,32.0,Similarity
2911,Class A orphans,orphan,16.0,Identify
2912,Class A orphans,orphan,32.0,Similarity
2913,Class A orphans,orphan,14.0,Identify
2914,Class A orphans,orphan,31.0,Similarity
2915,Class A orphans,orphan,16.0,Identify
2916,Class A orphans,orphan,31.0,Similarity
2917,Class A orphans,orphan,13.0,Identify
2918,Class A orphans,orphan,31.0,Similarity
2919,Class A orphans,orphan,13.0,Identify
2920,Class A orphans,orphan,30.0,Similarity
2921,Class A orphans,orphan,15.0,Identify
2922,Class A orphans,orphan,30.0,Similarity
2923,Class A orphans,orphan,14.0,Identify
2924,Class A orphans,orphan,30.0,Similarity
2925,Class A orphans,orphan,14.0,Identify
2926,Class A orphans,orphan,30.0,Similarity
2927,Class A orphans,orphan,13.0,Identify
2928,Class A orphans,orphan,29.0,Similarity
2929,Class A orphans,orphan,14.0,Identify
2930,Class A orphans,orphan,29.0,Similarity
2931,Class A orphans,orphan,12.0,Identify
2932,Class A orphans,orphan,29.0,Similarity
2933,Class A orphans,orphan,11.0,Identify
2934,Class A orphans,orphan,25.0,Similarity
2935,Class A orphans,orphan,12.0,Identify
2936,Class A orphans,orphan,24.0,Similarity
2937,Class A orphans,orphan,10.0,Identify
2938,Class A orphans,orphan,20.0,Similarity
2939,Class A orphans,orphan,9.0,Identify
2940,Class A orphans,orphan,59.0,Similarity
2941,Class A orphans,orphan,39.0,Identify
2942,Class A orphans,orphan,48.0,Similarity
2943,Class A orphans,orphan,29.0,Identify
2944,Class A orphans,orphan,43.0,Similarity
2945,Class A orphans,orphan,24.0,Identify
2946,Class A orphans,orphan,41.0,Similarity
2947,Class A orphans,orphan,26.0,Identify
2948,Class A orphans,orphan,41.0,Similarity
2949,Class A orphans,orphan,23.0,Identify
2950,Class A orphans,orphan,41.0,Similarity
2951,Class A orphans,orphan,23.0,Identify
2952,Class A orphans,orphan,41.0,Similarity
2953,Class A orphans,orphan,22.0,Identify
2954,Class A orphans,orphan,41.0,Similarity
2955,Class A orphans,orphan,22.0,Identify
2956,Class A orphans,orphan,41.0,Similarity
2957,Class A orphans,orphan,20.0,Identify
2958,Class A orphans,orphan,40.0,Similarity
2959,Class A orphans,orphan,23.0,Identify
2960,Class A orphans,orphan,40.0,Similarity
2961,Class A orphans,orphan,22.0,Identify
2962,Class A orphans,orphan,40.0,Similarity
2963,Class A orphans,orphan,22.0,Identify
2964,Class A orphans,orphan,40.0,Similarity
2965,Class A orphans,orphan,22.0,Identify
2966,Class A orphans,orphan,39.0,Similarity
2967,Class A orphans,orphan,21.0,Identify
2968,Class A orphans,orphan,38.0,Similarity
